CASEID,YEAR,ID,VERSION,COMPWT,SEX,AGE,RACE,SRCBELT,RELIG,RELIG16,DENOM16,PARELIG,PARELKID,MARELIG,MARELKID,SPREL,EDUC,SEI,INCOME,RINCOME,INTRHOME,COMPUSE,WEBMOB,WEBTV,EMAILHR,EMAILMIN,USEWWW,WWWHR,WWWMIN
52507,2008,1487,2,8.80000000000000004e-01,2,52,1,6, 1, 1,18,0,1,0,1, 2,13,40.2,12,12,2,0,0,0, -1,-1,0, -1,-1
52508,2008,1488,2,8.80000000000000004e-01,2,75,1,6, 2, 2, 0,0,2,0,2, 2,16,63.5,12, 0,1,0,0,0, -1,-1,0, -1,-1
52509,2008,1489,2,8.80000000000000004e-01,2,52,1,6,11, 1,18,0,1,0,1, 1,12,37.9,12,11,2,0,0,0, -1,-1,0, -1,-1
52510,2008,1490,2,8.80000000000000004e-01,1,28,1,6, 4, 4, 0,0,7,0,7, 0,12,25.8,12,12,2,0,0,0, -1,-1,0, -1,-1
52511,2008,1491,1,4.40000000000000002e-01,2,40,1,6, 1, 1,28,0,0,0,0, 0,10,33.1,10,10,1,0,0,0, -1,-1,0, -1,-1
52512,2008,1492,3,4.40000000000000002e-01,1,61,1,6, 1, 1,14,0,1,0,1, 0,14,35.1,12,12,2,0,0,0, -1,-1,0, -1,-1
52513,2008,1493,1,8.80000000000000004e-01,1,57,1,6, 1, 1,60,0,0,0,0, 4,14,49.6,12,12,1,0,0,0, -1,-1,0, -1,-1
52514,2008,1494,1,1.31000000000000005e+00,1,60,1,6, 4, 4, 0,0,0,0,0, 0, 8,31.3,11, 0,2,0,0,0, -1,-1,0, -1,-1
52515,2008,1495,1,4.40000000000000002e-01,2,24,1,6, 4, 4, 0,0,0,0,0, 0,12,50.3,11, 9,1,0,0,0, -1,-1,0, -1,-1
52516,2008,1496,3,4.40000000000000002e-01,1,50,1,6, 4, 1,28,0,1,0,1, 0,12,43.2,12,12,0,0,0,0, -1,-1,0, -1,-1
52517,2008,1497,1,4.40000000000000002e-01,2,89,1,6, 1, 1,60,0,0,0,0, 0,17,78.5,12, 0,2,0,0,0, -1,-1,0, -1,-1
52518,2008,1498,2,8.80000000000000004e-01,1,28,1,6, 2, 2, 0,0,2,0,2, 1,16,32.8,12,12,1,0,0,0, -1,-1,0, -1,-1
52519,2008,1499,2,8.80000000000000004e-01,2,49,1,6, 1, 1,70,0,1,0,1, 0,16,50.5,12,12,1,0,0,0, -1,-1,0, -1,-1
52520,2008,1500,1,8.80000000000000004e-01,1,61,1,6, 4, 1,70,0,0,0,0, 4,16,32.8,12,12,1,0,0,0, -1,-1,0, -1,-1
52521,2008,1501,1,8.80000000000000004e-01,1,69,1,6, 1, 1,41,0,0,0,0, 1,12,31.5,13, 0,2,0,0,0, -1,-1,0, -1,-1
52522,2008,1502,2,4.40000000000000002e-01,1,49,1,6, 4, 1,28,0,8,0,1, 0,12,-1.0,13,99,2,0,0,0, -1,-1,0, -1,-1
52523,2008,1503,1,8.80000000000000004e-01,1,79,1,5, 1, 1,60,0,0,0,0, 2,12,63.5,12, 0,1,0,0,0, -1,-1,0, -1,-1
52524,2008,1504,3,8.80000000000000004e-01,2,37,1,5, 1, 1,60,0,1,0,1, 1,12,29.2,13, 0,0,0,0,0, -1,-1,0, -1,-1
52525,2008,1505,3,8.80000000000000004e-01,1,82,1,5, 2, 2, 0,0,2,0,2, 2,12,49.6,13, 0,0,0,0,0, -1,-1,0, -1,-1
52526,2008,1506,3,8.80000000000000004e-01,2,53,1,5, 1, 1,60,0,1,0,1, 1,12,31.2,12, 9,2,0,0,0, -1,-1,0, -1,-1
52527,2008,1507,1,4.40000000000000002e-01,2,85,1,5, 1, 1,28,0,0,0,0, 0,12,29.5,10, 0,2,0,0,0, -1,-1,0, -1,-1
52528,2008,1508,2,1.31000000000000005e+00,2,44,1,5, 2, 2, 0,0,2,0,2, 2,14,73.2,13,13,1,0,0,0, -1,-1,0, -1,-1
52529,2008,1509,3,8.80000000000000004e-01,2,67,1,5, 1, 1,22,0,1,0,1, 1,13,33.6,13, 0,0,0,0,0, -1,-1,0, -1,-1
52530,2008,1510,2,8.80000000000000004e-01,2,63,1,5, 1, 1,22,0,1,0,1, 1,19,78.5,98, 0,1,0,0,0, -1,-1,0, -1,-1
52531,2008,1511,2,8.80000000000000004e-01,1,56,1,5, 1, 1,22,0,1,0,1, 1,16,73.6,12,12,1,0,0,0, -1,-1,0, -1,-1
52532,2008,1512,2,4.40000000000000002e-01,2,62,1,5, 2, 2, 0,0,2,0,2, 0,12,37.9,13, 0,2,0,0,0, -1,-1,0, -1,-1
52533,2008,1513,2,8.80000000000000004e-01,1,47,1,5, 2, 1,60,0,1,0,1, 2,19,59.3,12, 0,1,0,0,0, -1,-1,0, -1,-1
52534,2008,1514,2,4.40000000000000002e-01,1,60,1,5, 1, 1,41,0,1,0,1, 0,16,-1.0,12, 0,1,0,0,0, -1,-1,0, -1,-1
52535,2008,1515,1,1.31000000000000005e+00,2,25,1,5, 4, 4, 0,0,0,0,0, 0,16,38.9,12, 2,1,0,0,0, -1,-1,0, -1,-1
52536,2008,1516,2,8.80000000000000004e-01,1,60,2,5, 1, 1,20,0,1,0,1, 1,13,25.3,12,12,1,0,0,0, -1,-1,0, -1,-1
52537,2008,1517,2,8.80000000000000004e-01,2,59,1,5, 1, 1,28,0,7,0,1, 1,20,82.7,13,12,1,0,0,0, -1,-1,0, -1,-1
52538,2008,1518,3,8.80000000000000004e-01,1,49,1,5, 4, 2, 0,0,2,0,2, 1,18,83.7,12,12,0,0,0,0, -1,-1,0, -1,-1
52539,2008,1519,1,4.40000000000000002e-01,2,23,1,5, 1, 1,70,0,0,0,0, 0,16,82.7,12,12,1,0,0,0, -1,-1,0, -1,-1
52540,2008,1520,3,4.40000000000000002e-01,1,42,1,5, 1, 1,60,0,1,0,1, 1,17,63.5,12,12,0,0,0,0, -1,-1,0, -1,-1
52541,2008,1521,3,8.80000000000000004e-01,2,24,1,5, 1, 1,38,0,1,0,1, 1,16,56.6, 9, 7,2,0,0,0, -1,-1,0, -1,-1
52542,2008,1522,1,1.31000000000000005e+00,2,22,1,5, 4, 2, 0,0,0,0,0, 0,16,33.9, 7, 7,1,0,0,0, -1,-1,0, -1,-1
52543,2008,1523,3,8.80000000000000004e-01,2,24,1,5, 1, 1,60,0,1,0,1, 0,14,64.2,12,11,0,0,0,0, -1,-1,0, -1,-1
52544,2008,1524,3,8.80000000000000004e-01,1,31,1,5, 4, 4, 0,4,7,1,1, 4,17,63.5,12, 0,1,0,0,0, -1,-1,0, -1,-1
52545,2008,1525,1,4.40000000000000002e-01,1,27,1,5, 4, 1,60,0,0,0,0, 0,13,63.5,11,11,1,0,0,0, -1,-1,0, -1,-1
52546,2008,1526,1,1.07000000000000006e+00,2,29,1,5, 2, 2, 0,0,0,0,0, 0,19,69.2,11,11,1,0,0,0, -1,-1,0, -1,-1
52547,2008,1527,1,4.40000000000000002e-01,2,38,1,5, 4, 1,22,0,0,0,0, 0,20,37.7, 9, 0,1,0,0,0, -1,-1,0, -1,-1
52548,2008,1528,2,4.40000000000000002e-01,1,26,1,5, 1, 1,60,0,1,0,1, 0,16,69.2,12,12,1,0,0,0, -1,-1,0, -1,-1
52549,2008,1529,3,8.80000000000000004e-01,1,66,1,5, 2, 2, 0,0,7,0,2, 4,12,33.9,12, 6,0,0,0,0, -1,-1,0, -1,-1
52550,2008,1530,1,8.80000000000000004e-01,2,51,1,5, 4, 4, 0,0,0,0,0, 1,12,67.0,12,12,1,0,0,0, -1,-1,0, -1,-1
52551,2008,1531,3,8.80000000000000004e-01,2,70,1,5, 1, 4, 0,0,1,0,1, 4,12,29.0,12, 0,0,0,0,0, -1,-1,0, -1,-1
52552,2008,1532,3,8.80000000000000004e-01,2,40,1,5, 1, 1,70,0,1,0,1, 1,20,63.5,12,12,0,0,0,0, -1,-1,0, -1,-1
52553,2008,1533,1,8.80000000000000004e-01,2,66,1,5, 1, 1,15,0,0,0,0, 1,12,50.7,98, 0,2,0,0,0, -1,-1,0, -1,-1
52554,2008,1534,1,4.40000000000000002e-01,1,58,1,5, 1, 1,18,0,0,0,0, 0,14,31.9, 7, 0,2,0,0,0, -1,-1,0, -1,-1
52555,2008,1535,2,8.80000000000000004e-01,1,39,1,5, 2, 1,10,0,7,0,1, 2,14,63.5,12,12,1,0,0,0, -1,-1,0, -1,-1
52556,2008,1536,3,8.80000000000000004e-01,2,78,1,5, 2, 2, 0,0,2,0,2, 1,13,48.5,12, 0,1,0,0,0, -1,-1,0, -1,-1
52557,2008,1537,3,8.80000000000000004e-01,1,50,1,5, 2, 2, 0,0,2,0,1, 1,17,64.8,12,12,0,0,0,0, -1,-1,0, -1,-1
52558,2008,1538,2,1.07000000000000006e+00,2,70,1,5, 1, 1,30,0,1,0,1, 0,14,38.4,13, 0,1,0,0,0, -1,-1,0, -1,-1
52559,2008,1539,1,2.14000000000000012e+00,2,36,1,5, 1, 1,22,0,0,0,0, 1,18,84.2,12,11,1,0,0,0, -1,-1,0, -1,-1
52560,2008,1540,3,8.80000000000000004e-01,2,50,1,5, 1, 1,32,0,2,0,1, 2,16,64.8,12,12,1,0,0,0, -1,-1,0, -1,-1
52561,2008,1541,1,8.80000000000000004e-01,1,64,1,5, 2, 2, 0,0,0,0,0, 2,14,31.5, 2,13,1,0,0,0, -1,-1,0, -1,-1
52562,2008,1542,3,8.80000000000000004e-01,1,72,1,5, 1, 1,32,0,1,0,1, 1,14,35.1,12, 4,0,0,0,0, -1,-1,0, -1,-1
52563,2008,1543,2,3.20000000000000018e+00,2,54,1,5, 1, 2, 0,0,1,0,2, 4,14,78.5,13,13,1,0,0,0, -1,-1,0, -1,-1
52564,2008,1544,1,4.40000000000000002e-01,1,48,1,5, 1, 1,18,0,0,0,0, 0,14,63.5,12,12,1,0,0,0, -1,-1,0, -1,-1
52565,2008,1545,3,1.07000000000000006e+00,2,89,1,5, 1, 1,28,0,7,0,1, 0,12,63.5,98, 0,0,0,0,0, -1,-1,0, -1,-1
52566,2008,1546,1,2.14000000000000012e+00,1,24,3,5, 2, 2, 0,0,0,0,0, 0,13,28.4,12, 0,1,0,0,0, -1,-1,0, -1,-1
52567,2008,1547,1,1.31000000000000005e+00,2,20,1,5, 1, 4, 0,0,0,0,0, 0,12,30.8,12, 3,1,0,0,0, -1,-1,0, -1,-1
52568,2008,1548,1,4.40000000000000002e-01,2,27,1,5, 1, 1,38,0,0,0,0, 0,12,37.7, 9, 9,1,0,0,0, -1,-1,0, -1,-1
52569,2008,1549,1,1.07000000000000006e+00,2,36,1,5, 1, 1,32,0,0,0,0, 0,19,78.5,12,12,1,0,0,0, -1,-1,0, -1,-1
52570,2008,1550,2,4.40000000000000002e-01,2,31,1,5, 1, 1,22,0,1,0,1, 0,16,53.5,13,13,1,0,0,0, -1,-1,0, -1,-1
52571,2008,1551,2,8.80000000000000004e-01,2,31,1,5, 1, 1,50,0,1,0,1, 4,16,67.0,12,12,1,0,0,0, -1,-1,0, -1,-1
52572,2008,1552,2,8.80000000000000004e-01,2,40,1,5, 1, 1,60,0,7,0,1, 1,16,51.9,12, 0,1,0,0,0, -1,-1,0, -1,-1
52573,2008,1553,2,8.80000000000000004e-01,1,23,1,5, 1, 1,70,0,1,0,1, 4,12,53.1,13, 0,1,0,0,0, -1,-1,0, -1,-1
52574,2008,1554,3,8.80000000000000004e-01,2,26,1,5, 1, 1,60,0,1,0,1, 1,14,75.2, 5, 0,0,0,0,0, -1,-1,0, -1,-1
52575,2008,1555,3,2.14000000000000012e+00,1,37,1,5, 4, 4, 0,0,7,0,7, 4,12,48.9,12,12,0,0,0,0, -1,-1,0, -1,-1
52576,2008,1556,1,8.80000000000000004e-01,1,35,1,5, 2, 2, 0,0,0,0,0, 2,15,-1.0,12,12,1,0,0,0, -1,-1,0, -1,-1
52577,2008,1557,1,4.40000000000000002e-01,1,58,1,5, 2, 2, 0,0,0,0,0, 2,19,64.1,12, 7,1,0,0,0, -1,-1,0, -1,-1
52578,2008,1558,3,8.80000000000000004e-01,1,78,1,5, 1, 1,60,0,1,0,1, 1,16,73.3,13, 0,0,0,0,0, -1,-1,0, -1,-1
52579,2008,1559,1,8.80000000000000004e-01,2,55,1,5, 1, 1,38,0,0,0,0, 1,15,62.5,12, 0,1,0,0,0, -1,-1,0, -1,-1
52580,2008,1560,1,4.40000000000000002e-01,2,35,1,5, 1, 4, 0,0,0,0,0, 0,15,43.7,12,12,2,0,0,0, -1,-1,0, -1,-1
52581,2008,1561,3,4.40000000000000002e-01,1,40,1,5, 1, 4, 0,0,7,0,1, 0,16,35.4,12,12,0,0,0,0, -1,-1,0, -1,-1
52582,2008,1562,1,1.07000000000000006e+00,1,32,1,5, 1, 1,41,0,0,0,0, 0,19,73.8,12,12,1,0,0,0, -1,-1,0, -1,-1
52583,2008,1563,3,8.80000000000000004e-01,2,62,1,5, 2, 2, 0,0,2,0,2, 2,12,30.7,11, 0,0,0,0,0, -1,-1,0, -1,-1
52584,2008,1564,2,3.20000000000000018e+00,2,38,1,5, 2, 2, 0,0,2,0,2, 1,12,29.3,13,13,1,0,0,0, -1,-1,0, -1,-1
52585,2008,1565,2,4.40000000000000002e-01,2,72,1,6, 1, 1,30,0,7,0,1, 0,12,32.4,12, 0,1,0,0,0, -1,-1,0, -1,-1
52586,2008,1566,2,4.40000000000000002e-01,2,49,1,6,11, 2, 0,0,2,0,1, 0,14,86.7,12,12,1,0,0,0, -1,-1,0, -1,-1
52587,2008,1567,3,4.40000000000000002e-01,1,56,1,6, 1, 1,22,0,1,0,1, 1,15,37.3,12,12,0,0,0,0, -1,-1,0, -1,-1
52588,2008,1568,1,4.40000000000000002e-01,2,50,1,6, 1, 1,60,0,0,0,0, 4,12,49.6,12,12,1,0,0,0, -1,-1,0, -1,-1
52589,2008,1569,2,2.14000000000000012e+00,2,30,1,6, 2, 2, 0,0,2,0,1, 2,14,39.0,12,12,1,0,0,0, -1,-1,0, -1,-1
52590,2008,1570,2,8.80000000000000004e-01,2,44,1,6, 1, 1,60,0,1,0,1, 1,12,63.5,12, 9,1,0,0,0, -1,-1,0, -1,-1
52591,2008,1571,2,8.80000000000000004e-01,2,55,1,6,11, 1,60,0,7,0,1, 4,12,38.9,12, 0,2,0,0,0, -1,-1,0, -1,-1
52592,2008,1572,2,8.80000000000000004e-01,2,60,1,6, 1, 1,38,0,1,0,1, 1,12,26.4, 8, 0,2,0,0,0, -1,-1,0, -1,-1
52593,2008,1573,3,4.40000000000000002e-01,2,84,1,6, 2, 2, 0,0,2,0,2, 0, 8,38.9, 4, 5,0,0,0,0, -1,-1,0, -1,-1
52594,2008,1574,1,2.14000000000000012e+00,2,47,1,6, 2, 2, 0,0,0,0,0, 2,13,26.4,12,12,2,0,0,0, -1,-1,0, -1,-1
52595,2008,1575,3,4.40000000000000002e-01,1,39,1,6, 1, 1,40,0,1,0,1, 0,12,28.6,12,12,1,0,0,0, -1,-1,0, -1,-1
52596,2008,1576,2,1.31000000000000005e+00,2,19,1,6, 1, 1,48,0,2,0,1, 1,14,32.4,12, 2,1,0,0,0, -1,-1,0, -1,-1
52597,2008,1577,2,8.80000000000000004e-01,1,56,1,6, 1, 1,48,0,7,0,1, 2,16,59.9,12, 0,2,0,0,0, -1,-1,0, -1,-1
52598,2008,1578,2,8.80000000000000004e-01,2,67,1,6, 1, 1,40,0,1,0,1, 1,12,38.4,10, 0,2,0,0,0, -1,-1,0, -1,-1
52599,2008,1579,2,4.26999999999999957e+00,1,54,1,6, 1, 1,32,0,1,0,1, 1,10,36.2,12,11,1,0,0,0, -1,-1,0, -1,-1
52600,2008,1580,2,8.80000000000000004e-01,1,43,1,6, 1, 1,30,0,1,0,2, 1,10,32.3, 9, 4,2,0,0,0, -1,-1,0, -1,-1
52601,2008,1581,2,8.80000000000000004e-01,1,46,1,6, 4, 1,30,0,1,0,1, 4,11,37.8,12,12,2,0,0,0, -1,-1,0, -1,-1
52602,2008,1582,1,8.80000000000000004e-01,1,74,1,6, 2, 2, 0,0,0,0,0, 2,16,65.8,13, 0,1,0,0,0, -1,-1,0, -1,-1
52603,2008,1583,2,8.80000000000000004e-01,2,61,1,6, 1, 1,32,0,1,0,1, 1,12,37.7,12, 2,1,0,0,0, -1,-1,0, -1,-1
52604,2008,1584,1,8.80000000000000004e-01,1,62,1,6, 1, 2, 0,0,0,0,0, 0,16,63.5,11, 0,2,0,0,0, -1,-1,0, -1,-1
52605,2008,1585,3,4.40000000000000002e-01,1,39,1,6, 1, 1,60,0,7,0,1, 0,11,34.2, 8, 8,0,0,0,0, -1,-1,0, -1,-1
52606,2008,1586,2,8.80000000000000004e-01,1,53,1,6, 4, 4, 0,0,7,0,1, 2,12,26.5,12, 9,1,0,0,0, -1,-1,0, -1,-1
52607,2008,1587,3,2.14000000000000012e+00,1,72,1,6, 2, 2, 0,0,2,0,2, 2,14,32.0,12, 0,0,0,0,0, -1,-1,0, -1,-1
52608,2008,1588,2,4.40000000000000002e-01,2,48,1,6, 1, 1,18,0,1,0,1, 0,14,65.8,11,11,2,0,0,0, -1,-1,0, -1,-1
52609,2008,1589,2,4.40000000000000002e-01,2,43,1,6, 1, 1,70,0,1,0,1, 0,12,38.0,12,11,1,0,0,0, -1,-1,0, -1,-1
52610,2008,1590,3,4.40000000000000002e-01,2,71,1,6, 1, 1,60,0,2,0,1, 0,15,38.9,12, 9,0,0,0,0, -1,-1,0, -1,-1
52611,2008,1591,1,4.40000000000000002e-01,2,73,1,6, 1, 1,48,0,0,0,0, 0,14,44.3,10, 0,2,0,0,0, -1,-1,0, -1,-1
52612,2008,1592,3,4.40000000000000002e-01,1,50,1,6, 4, 4, 0,0,8,0,7, 0, 9,28.6, 8, 0,0,0,0,0, -1,-1,0, -1,-1
52613,2008,1593,2,8.80000000000000004e-01,1,21,1,6, 2,98, 0,0,2,0,8, 0, 9,35.1,98,98,2,0,0,0, -1,-1,0, -1,-1
52614,2008,1594,3,8.80000000000000004e-01,2,27,1,6, 4, 4, 0,0,7,0,7, 0,11,27.5, 5, 1,0,0,0,0, -1,-1,0, -1,-1
52615,2008,1595,3,2.18999999999999995e+00,2,53,1,6, 1, 1,38,0,2,0,1, 0,11,36.5,12,10,1,0,0,0, -1,-1,0, -1,-1
52616,2008,1596,3,4.40000000000000002e-01,2,86,1,6, 1,98, 0,0,1,0,1, 0,11,37.7,10, 0,0,0,0,0, -1,-1,0, -1,-1
52617,2008,1597,2,8.80000000000000004e-01,1,40,1,6, 1, 1,14,0,7,0,1, 1,14,37.8,12, 0,1,0,0,0, -1,-1,0, -1,-1
52618,2008,1598,1,3.20000000000000018e+00,1,49,1,6, 2, 2, 0,0,0,0,0, 2,12,69.7,12,12,1,0,0,0, -1,-1,0, -1,-1
52619,2008,1599,2,1.31000000000000005e+00,2,63,1,6, 1, 1,60,0,2,0,7, 1,12,54.2,98, 0,1,0,0,0, -1,-1,0, -1,-1
52620,2008,1600,3,1.31000000000000005e+00,2,36,1,6, 1, 1,14,0,8,0,1, 0,13,45.7,12, 0,0,0,0,0, -1,-1,0, -1,-1
52621,2008,1601,3,8.80000000000000004e-01,1,56,1,6, 1, 1,14,0,1,0,1, 1,12,28.4,12,12,0,0,0,0, -1,-1,0, -1,-1
52622,2008,1602,2,1.31000000000000005e+00,1,60,1,6, 1, 1,22,0,8,0,1, 1,12,53.9,12, 0,1,0,0,0, -1,-1,0, -1,-1
52623,2008,1603,1,8.80000000000000004e-01,2,57,1,6, 1, 1,60,0,0,0,0, 1,12,37.7,12,11,1,0,0,0, -1,-1,0, -1,-1
52624,2008,1604,2,8.80000000000000004e-01,2,22,1,6, 1, 1,60,0,1,0,1, 1, 9,32.4,11, 0,2,0,0,0, -1,-1,0, -1,-1
52625,2008,1605,1,8.80000000000000004e-01,2,29,1,6, 4, 1,60,0,0,0,0, 0,11,29.3,11,10,2,0,0,0, -1,-1,0, -1,-1
52626,2008,1606,1,8.80000000000000004e-01,1,24,1,6, 1, 1,14,0,0,0,0, 0,14,28.6,11, 0,1,0,0,0, -1,-1,0, -1,-1
52627,2008,1607,1,8.80000000000000004e-01,2,37,1,6, 2, 2, 0,0,0,0,0, 8,12,29.3,13, 0,1,0,0,0, -1,-1,0, -1,-1
52628,2008,1608,2,4.40000000000000002e-01,1,62,1,6, 4, 4, 0,0,8,0,8, 0,12,26.7, 8, 0,2,0,0,0, -1,-1,0, -1,-1
52629,2008,1609,2,8.80000000000000004e-01,1,60,1,6, 1, 1,14,0,1,0,2, 0,14,-1.0,10,99,2,0,0,0, -1,-1,0, -1,-1
52630,2008,1610,1,4.40000000000000002e-01,1,74,1,6, 1, 1,60,0,0,0,0, 0,12,29.5, 7, 0,2,0,0,0, -1,-1,0, -1,-1
52631,2008,1611,1,4.40000000000000002e-01,2,68,1,6, 1, 1,60,0,0,0,0, 0,12,35.4,12, 9,2,0,0,0, -1,-1,0, -1,-1
52632,2008,1612,3,1.31000000000000005e+00,1,49,1,6, 1, 1,14,0,1,0,1, 1,16,73.3,12,12,0,0,0,0, -1,-1,0, -1,-1
52633,2008,1613,1,8.80000000000000004e-01,2,66,1,6, 1, 1,70,0,0,0,0, 1,12,30.7,12, 0,2,0,0,0, -1,-1,0, -1,-1
52634,2008,1614,3,8.80000000000000004e-01,1,64,1,6, 1, 1,22,0,1,0,1, 1,12,28.6,12, 1,0,0,0,0, -1,-1,0, -1,-1
52635,2008,1615,1,8.80000000000000004e-01,1,49,1,6, 1, 1,22,0,0,0,0, 2,12,31.5,12,12,1,0,0,0, -1,-1,0, -1,-1
52636,2008,1616,1,1.75000000000000000e+00,1,47,1,6, 4, 1,18,0,0,0,0, 4,12,29.2,12,11,1,0,0,0, -1,-1,0, -1,-1
52637,2008,1617,3,8.80000000000000004e-01,1,51,1,6, 1, 4, 0,0,1,0,8, 1,18,67.0,12, 0,0,0,0,0, -1,-1,0, -1,-1
52638,2008,1618,3,4.40000000000000002e-01,2,78,1,6, 1, 1,70,0,7,0,1, 0,12,21.1,12, 0,0,0,0,0, -1,-1,0, -1,-1
52639,2008,1619,2,1.31000000000000005e+00,1,61,1,6, 4, 1,50,0,7,0,1, 1,12,37.3,12,12,2,0,0,0, -1,-1,0, -1,-1
52640,2008,1620,2,8.80000000000000004e-01,1,71,1,6, 1, 1,60,0,8,0,1, 1,10,29.6,12, 0,2,0,0,0, -1,-1,0, -1,-1
52641,2008,1621,1,8.80000000000000004e-01,1,64,1,6, 1, 4, 0,0,0,0,0, 1,12,38.2,13,13,2,0,0,0, -1,-1,0, -1,-1
52642,2008,1622,3,8.80000000000000004e-01,2,80,1,6, 1, 1,14,0,7,0,1, 4, 8,-1.0,98, 0,2,0,0,0, -1,-1,0, -1,-1
52643,2008,1623,1,8.80000000000000004e-01,1,65,1,6, 1, 1,60,0,0,0,0, 1,12,38.2,98, 0,2,0,0,0, -1,-1,0, -1,-1
52644,2008,1624,2,8.80000000000000004e-01,1,47,1,6, 1, 4, 0,0,7,0,7, 1,12,24.2,12,12,2,0,0,0, -1,-1,0, -1,-1
52645,2008,1625,1,8.80000000000000004e-01,1,31,1,6, 1, 1,18,0,0,0,0, 1,12,32.7,12,12,1,0,0,0, -1,-1,0, -1,-1
52646,2008,1626,3,8.80000000000000004e-01,2,20,1,6, 1, 1,60,0,1,0,1, 0,13,-1.0, 9, 0,0,0,0,0, -1,-1,0, -1,-1
52647,2008,1627,2,4.40000000000000002e-01,1,41,1,6, 1, 1,60,0,1,0,7, 0,12,45.8,12,12,2,0,0,0, -1,-1,0, -1,-1
52648,2008,1628,1,4.40000000000000002e-01,1,35,1,6, 4, 1,38,0,0,0,0, 0,14,62.0,12,12,2,0,0,0, -1,-1,0, -1,-1
52649,2008,1629,3,8.80000000000000004e-01,2,35,1,6, 1, 1,18,0,1,0,1, 0,18,69.2,12, 0,0,0,0,0, -1,-1,0, -1,-1
52650,2008,1630,1,8.80000000000000004e-01,1,72,1,6, 1, 1,70,0,0,0,0, 1,10,28.6,11,11,2,0,0,0, -1,-1,0, -1,-1
52651,2008,1631,2,8.80000000000000004e-01,2,55,1,6, 1, 1,70,0,1,0,1, 1,12,39.4,12,10,1,0,0,0, -1,-1,0, -1,-1
52652,2008,1632,2,8.80000000000000004e-01,2,26,1,6, 4, 4, 0,0,7,0,7, 4,12,33.9,12,12,2,0,0,0, -1,-1,0, -1,-1
52653,2008,1633,2,8.80000000000000004e-01,2,34,1,6, 1, 1,70,0,7,0,1, 1,15,73.2,12,12,1,0,0,0, -1,-1,0, -1,-1
52654,2008,1634,2,1.31000000000000005e+00,2,54,1,6, 1, 1,18,0,1,0,1, 1,12,39.0,12,12,1,0,0,0, -1,-1,0, -1,-1
52655,2008,1635,3,4.40000000000000002e-01,2,79,1,6, 1, 1,22,0,1,0,1, 0,12,-1.0,13, 0,0,0,0,0, -1,-1,0, -1,-1
52656,2008,1636,3,8.80000000000000004e-01,1,26,1,6,11,11,70,0,7,0,1, 0,13,29.6,12,11,0,0,0,0, -1,-1,0, -1,-1
52657,2008,1637,3,8.80000000000000004e-01,2,31,1,6, 1, 1,14,0,1,0,7, 4,18,33.6,12,12,1,0,0,0, -1,-1,0, -1,-1
52658,2008,1638,1,8.80000000000000004e-01,2,63,1,6, 4, 4, 0,0,0,0,0, 4, 8,27.2,12, 0,2,0,0,0, -1,-1,0, -1,-1
52659,2008,1639,1,8.80000000000000004e-01,2,25,1,6, 4, 1,14,0,0,0,0, 4,15,73.2,12,10,1,0,0,0, -1,-1,0, -1,-1
52660,2008,1640,2,1.31000000000000005e+00,2,22,1,6, 4, 1,18,0,1,0,8, 0,14,29.0, 7, 0,2,0,0,0, -1,-1,0, -1,-1
52661,2008,1641,2,8.80000000000000004e-01,2,24,1,6, 4, 1,22,0,7,0,1, 0,12,37.6,10, 0,2,0,0,0, -1,-1,0, -1,-1
52662,2008,1642,3,8.80000000000000004e-01,1,47,1,6, 1, 1,14,0,1,0,1, 1,16,31.4,12,12,2,0,0,0, -1,-1,0, -1,-1
52663,2008,1643,2,8.80000000000000004e-01,1,72,1,6, 1, 1,18,0,8,0,1, 1, 0,31.5,13, 0,2,0,0,0, -1,-1,0, -1,-1
52664,2008,1644,1,8.80000000000000004e-01,1,75,1,6, 4, 2, 0,0,0,0,0, 0,11,48.9, 9, 0,1,0,0,0, -1,-1,0, -1,-1
52665,2008,1645,2,8.80000000000000004e-01,1,31,1,6, 4, 1,70,0,1,0,1, 1,11,24.2,11,11,1,0,0,0, -1,-1,0, -1,-1
52666,2008,1646,1,8.80000000000000004e-01,1,57,1,6, 1, 1,14,0,0,0,0, 1, 7,29.2, 9, 0,2,0,0,0, -1,-1,0, -1,-1
52667,2008,1647,3,8.80000000000000004e-01,1,30,1,6, 4, 1,18,0,7,0,1, 0,12,37.3, 1, 0,0,0,0,0, -1,-1,0, -1,-1
52668,2008,1648,2,8.80000000000000004e-01,1,52,1,6, 2, 2, 0,0,2,0,2, 1,12,45.8,12,12,1,0,0,0, -1,-1,0, -1,-1
52669,2008,1649,1,2.14000000000000012e+00,1,70,1,6, 2, 2, 0,0,0,0,0, 0,12,42.9,12, 0,1,0,0,0, -1,-1,0, -1,-1
52670,2008,1650,2,4.40000000000000002e-01,1,89,1,6, 2, 2, 0,0,2,0,2, 0, 8,31.5, 6, 0,2,0,0,0, -1,-1,0, -1,-1
52671,2008,1651,3,1.75000000000000000e+00,2,55,1,6, 1, 1,28,0,8,0,8, 8,12,29.0,98, 0,0,0,0,0, -1,-1,0, -1,-1
52672,2008,1652,3,8.80000000000000004e-01,1,49,1,6, 4, 1,48,4,7,8,1, 1,18,63.5,13,13,0,0,0,0, -1,-1,0, -1,-1
